ground_truth,predicted,tanimoto_score
C(#CC1=NN=C(C#CC2=CC=C(C#CC3=NN=C(C#CC4=CC=CC=C4)S3)C=C2)S1)C1=CC=CC=C1,CC=NC=C2(N=NN=NC1=CC=NC=C1)NC=NC=C2,0.0
O=C(O)N(SS(=O)(=O)C1=CC=CC=N1)C1=NOCC1,,0.0
CN1CN(C)S1(=O)=O,CCCNC(C)(C)(=O)(=O)(=O)C(C)(C)(=O)=O,0.0
C=C(OC=CC)C1=CC=NO1,CCOC=NNC=CNOC1C=NC=N1,0.06866952789699571
NSP(=O)(SN)N1C=CCC1,CSC=NN1=CC=CO1,0.0
C=CCN=C1N=NCS1,C=CN=CCC1=NC=CN=C1,0.07308970099667775
CCOC1=NN=C(NC#N)O1,CC(OC(=O)C=C)C(F)F,0.05714285714285714
C1=CN2N=NC=C2C=NN1,N2#CN1=N(C=NC=N1)N=N2,0.0
[2H]C([2H])=C([2H])C1=CC=CC=N1,,0.0
COC#CC(=O)C(Cl)Cl,,0.0
O=S(=O)(O)C#CCS(=O)(=O)O,NN1=S(#P)C=NN1,0.0
NC1=NN=C(OC2=CC=NC=C2)S1,,0.0
C=[N+](C)O[N-][N+](C)=N,CC(C)(F)P(C)(C)S(C)C,0.014150943396226415
CC(C)(C)N(O)C=C1C=NN=C1,,0.0
O=C(C1=CC=CC=C1)S1(Br)C=CN=C1,O=CC=CC1=CNC=C2N1C=CC=C2,0.10201342281879194
O=P(O)(C(Cl)(Cl)C(O)Cl)C(Cl)(Cl)C(O)Cl,,0.0
CC(C)(CO)C(=O)OP(N)(=O)CC=S,CC(OCN)N=NC(C)(C)C,0.05693069306930693
O=C(O)C1C(F)=C(F)N1F,N1C(=S)N(C)CN1O,0.05964912280701754
COP(=O)(C/C(COC1=CC(Cl)=CC=C1)=N/NC(N)=O)OC,,0.0
C=C(N)[N+](=O)[S-],CCO=N1ON1=O,0.0
CC(CN1NC(Cl)=CC1=O)OC1=CC=CC=C1,NC(=NN=CC1=CC=CO1)NOC2=CC=CC=C2,0.14565826330532214
CC(C)P(O)(O)(Cl)OCl,CCOC(=O)(C)(C)(C)(C)(C)(C)(C)(C)(C)(C)(C)(C)(C)(C)(C)(C)(C)(C)(C)(C)(C)(C)C,0.0
CN1N=NN(CC2=C(Cl)C=CC(C(=O)O)=C2F)C1=O,,0.0
NC(=S)N(N)CNC(=S)N(N)CO,,0.0
CC1=CC(CS(=O)(=O)CC2=NC(C(C)(C)C)=NO2)=C(C)S1,,0.0
CS/N=C/C=N/SC,N(C(=O)C=NN(N)CC=O)CC(=O)O,0.03669724770642202
CN1N=NN=C1ON,COCN1ON=CC=N1,0.04067796610169491
CCN(CC)S(C)(S)CC,CCSP(O)(CC)CC,0.036036036036036036
