ground_truth,predicted,tanimoto_score
NC1=C(NC2=CC=CC=C2Cl)C=CO1,NC(N)OC1=CC=CC=C1,0.061465721040189124
C=NN(C=NC)C1=NC(Br)=CN=C1N,NN=CC(=N)N(N)N(N)N,0.0698051948051948
O=C(NC1=NNN=N1)NC1=CN=CN1,O=CNC(=S)N(CCC(F)F)N(CC(F)F)C=NNC1CC1,0.1336206896551724
O=S(=O)(N1N=NC(C2=CC=CC=C2)=N1)C(F)(F)F,O=S(=O)(C=CC1=CN=CC=C1)C(F)(F)F,0.164804469273743
NC1=C(C2=CC=C(Cl)C=C2)C(C#CC2=CN=CN=C2)=NC=N1,C=CC2=C(S)(C1=CC=CC=C1)C=CS2,0.0
COCC#C/C=C(\Br)COCOC,COOCCOC,0.0738255033557047
C1=NO1,CNCCN(C)Br,0.0
OCC(CBr)OCC(F)(F)CCl,CCCCC(O)(CC)(CCCC)CC,0.0
CCCSC1=NCC(Cl)(CBr)S1,CN=N(CC)NCCO,0.0
[2H]C#CC1=C(O[2H])C(C)=C(C)C(O[2H])=C1C#C[2H],COC#CC(#CC)(=C(C)C)=CC(=O)(C#CC)C=C(C)(C(C)C)(=C(C)C)=CC(=O)(C#CC)C=C(C)(C(C)C)(=C(C)C)=CC(=O)C#CC,0.0
CCOC(/C=C(\Br)C(F)(F)F)OCC,FCNC(F)C(OCC)OCC,0.17374517374517376
N#CC1=C(S)N=CN1,N#CCNC=N(C#N)C(=O)NN(C)C,0.0
C(#CC1=NN=C(C#CC2=CC=C(C#CC3=NN=C(C#CC4=CC=CC=C4)S3)C=C2)S1)C1=CC=CC=C1,CC(=S)NC(=NC=CC=CNC1=CC=CC=C1)NC2=CC=CC=C2,0.1075085324232082
O=C(O)N(SS(=O)(=O)C1=CC=CC=N1)C1=NOCC1,CN2(C(=S)N(O)(O)(O)NC1=CC=CC=C1)NC=CC=C2,0.0
CN1CN(C)S1(=O)=O,CN(CC)C=C(NC)C1=C(NC)C=CNC=1,0.0
C=C(OC=CC)C1=CC=NO1,O=CN=CNOC(=O)CCN,0.04851752021563342
NSP(=O)(SN)N1C=CCC1,NP(=O)N1OC(=S)O(=NN)N1,0.0
C=CCN=C1N=NCS1,CCCN(CC=C1C=CNC1)CC2=CC=CC=C2,0.06829268292682927
CCOC1=NN=C(NC#N)O1,CCOC(=O)(C(C)N(C)OC)C(=O)OC,0.0
C1=CN2N=NC=C2C=NN1,,0.0
[2H]C([2H])=C([2H])C1=CC=CC=N1,O=C=S1C=CC=C(C)=C1,0.0
COC#CC(=O)C(Cl)Cl,COO(C)=CC,0.0
O=S(=O)(O)C#CCS(=O)(=O)O,N#CCC#CS(=O)(=O)(=O)=O,0.0
NC1=NN=C(OC2=CC=NC=C2)S1,=S(N1=CC=CC=N1)NN2=CC=CC=C2,0.0
C=[N+](C)O[N-][N+](C)=N,,0.0
CC(C)(C)N(O)C=C1C=NN=C1,CC(C)(NC=CN1=CN=CN1)C2=CC=CN2,0.0
O=C(C1=CC=CC=C1)S1(Br)C=CN=C1,,0.0
O=P(O)(C(Cl)(Cl)C(O)Cl)C(Cl)(Cl)C(O)Cl,O(C)O(P)(O)S(=C(C)(O)(OO)O)O,0.0
CC(C)(CO)C(=O)OP(N)(=O)CC=S,CC(CN)OC(C)C(ON)CCN,0.058823529411764705
O=C(O)C1C(F)=C(F)N1F,NC(=O)C(O)O1C=C(C)(C)SC1O,0.0
COP(=O)(C/C(COC1=CC(Cl)=CC=C1)=N/NC(N)=O)OC,OCO(P(N)=O)(=CC1=CC=CC=C1)=NNO,0.0
C=C(N)[N+](=O)[S-],O=S(=O)N1SN1,0.0
CC(CN1NC(Cl)=CC1=O)OC1=CC=CC=C1,O2=CCN(=NOC1=CC=CC=C1)N2,0.0
CC(C)P(O)(O)(Cl)OCl,,0.0
CN1N=NN(CC2=C(Cl)C=CC(C(=O)O)=C2F)C1=O,O=CNC(=O)C(O)C=C1C=CC(O)C=C1C,0.12039800995024875
NC(=S)N(N)CNC(=S)N(N)CO,NCOC(=O)C(N)=NCC(=O)OP(=O)O,0.057356608478802994
CC1=CC(CS(=O)(=O)CC2=NC(C(C)(C)C)=NO2)=C(C)S1,,0.0
CS/N=C/C=N/SC,NN(=O)NN=NC(=O)O,0.0
CN1N=NN=C1ON,NC(=S)NN(N)CN,0.03015075376884422
CCN(CC)S(C)(S)CC,CCC(S(CC)CC)S(CC)CC,0.0625
